experiment,pair_id,model_a,model_b,pair_group,method,fold_records,train_target_cells,test_target_cells,train_near_bi_share,train_bi_gap,train_adjusted_pog_complementarity,train_high_loss_lift_complementarity,train_adjusted_loss_corr_complementarity,train_alignment_c,train_disagreement_d,train_alpha_clipped,train_alpha_lcb_1se,train_alpha_lcb_95,test_alignment_c,test_disagreement_d,test_alpha_clipped,test_pooled_alpha_clipped,test_partner_win_share,method_partner_weight,adjusted_brier,anchor_adjusted_brier,best_single_adjusted_brier,brier_index,gain_vs_anchor,gain_vs_best_single,mean_fold_gain_vs_anchor,mean_fold_gain_vs_best_single
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,anchor,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.7845150530379108,0.6970649238366844,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.9216054052951566,0.6584411282879093,0.0,0.21501071646660497,0.21501071646660497,0.165613691592591,53.637878408383195,0.0,-0.29826655271673086,0.0,-0.3004922900456143
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,best_single,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.7845150530379108,0.6970649238366844,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.9216054052951566,0.6584411282879093,,0.165613691592591,0.21501071646660497,0.165613691592591,59.314959481895386,0.22974215279025967,0.0,0.2290908986656456,0.0
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,cf_directional,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.7845150530379108,0.6970649238366844,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.9216054052951566,0.6584411282879093,,0.15772540815760253,0.21501071646660497,0.165613691592591,60.29446489137629,0.2664300145146481,0.04763062376746984,0.2660081478513548,0.04726944494301742
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,ec_w0_56,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.7845150530379108,0.6970649238366844,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.9216054052951566,0.6584411282879093,,0.16787320082813542,0.21501071646660497,0.165613691592591,59.03774772354937,0.2192333313106784,-0.013643251435411473,0.21897500264447933,-0.013921180260180287
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,log_odds_mean,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.7845150530379108,0.6970649238366844,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.9216054052951566,0.6584411282879093,,0.16985348605664888,0.21501071646660497,0.165613691592591,58.79525370005754,0.21002316141283972,-0.025600506958613926,0.20970789160592104,-0.02602194543261353
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,partner,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.7845150530379108,0.6970649238366844,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.9216054052951566,0.6584411282879093,1.0,0.165613691592591,0.21501071646660497,0.165613691592591,59.314959481895386,0.22974215279025967,0.0,0.2290908986656456,0.0
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,piecewise_odds,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.7845150530379108,0.6970649238366844,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.9216054052951566,0.6584411282879093,,0.16706764068840352,0.21501071646660497,0.165613691592591,59.136542057471885,0.2229799359123938,-0.008779159994749803,0.22273115807197444,-0.008995716607352846
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,simple_mean,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.7845150530379108,0.6970649238366844,0.05398954159223808,0.05858205831046227,0.9163514659556982,0.9216054052951566,0.6584411282879093,0.5,0.1756666894519824,0.21501071646660497,0.165613691592591,58.09373705136649,0.1829863537091808,-0.060701490092508366,0.18267611004010087,-0.06148665328765132
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Haiku-20240307,Claude-2.1,Claude-3-Haiku-20240307,claude_claude,anchor,20,15070,15070,0.05,3.492583131572652,0.04601977438619774,-0.18166122236368082,-0.1503072925134041,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.020668620644038134,0.0007323992504013839,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.0865507304037991,0.3648920261786843,0.0,0.21501071646660497,0.21501071646660497,0.21501071646660497,53.637878408383195,0.0,0.0,0.0,0.0
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Haiku-20240307,Claude-2.1,Claude-3-Haiku-20240307,claude_claude,best_single,20,15070,15070,0.05,3.492583131572652,0.04601977438619774,-0.18166122236368082,-0.1503072925134041,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.020668620644038134,0.0007323992504013839,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.0865507304037991,0.3648920261786843,,0.21501071646660497,0.21501071646660497,0.21501071646660497,53.637878408383195,0.0,0.0,0.0,0.0
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Haiku-20240307,Claude-2.1,Claude-3-Haiku-20240307,claude_claude,cf_directional,20,15070,15070,0.05,3.492583131572652,0.04601977438619774,-0.18166122236368082,-0.1503072925134041,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.020668620644038134,0.0007323992504013839,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.0865507304037991,0.3648920261786843,,0.19929997742981032,0.21501071646660497,0.21501071646660497,55.36200061376929,0.0730695627407707,0.0730695627407707,0.07269398181568977,0.07269398181568977
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Haiku-20240307,Claude-2.1,Claude-3-Haiku-20240307,claude_claude,ec_w0_56,20,15070,15070,0.05,3.492583131572652,0.04601977438619774,-0.18166122236368082,-0.1503072925134041,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.020668620644038134,0.0007323992504013839,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.0865507304037991,0.3648920261786843,,0.22372395978596313,0.21501071646660497,0.21501071646660497,52.705844305194674,-0.040524693199241,-0.040524693199241,-0.040968588951168436,-0.040968588951168436
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Haiku-20240307,Claude-2.1,Claude-3-Haiku-20240307,claude_claude,log_odds_mean,20,15070,15070,0.05,3.492583131572652,0.04601977438619774,-0.18166122236368082,-0.1503072925134041,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.020668620644038134,0.0007323992504013839,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.0865507304037991,0.3648920261786843,,0.223038165759535,0.21501071646660497,0.21501071646660497,52.77783905916599,-0.037335112522992965,-0.037335112522992965,-0.03783321165361786,-0.03783321165361786
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Haiku-20240307,Claude-2.1,Claude-3-Haiku-20240307,claude_claude,partner,20,15070,15070,0.05,3.492583131572652,0.04601977438619774,-0.18166122236368082,-0.1503072925134041,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.020668620644038134,0.0007323992504013839,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.0865507304037991,0.3648920261786843,1.0,0.24862268290440515,0.21501071646660497,0.21501071646660497,50.145295276810536,-0.15632693565309208,-0.15632693565309208,-0.15749267826648858,-0.15749267826648858
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Haiku-20240307,Claude-2.1,Claude-3-Haiku-20240307,claude_claude,piecewise_odds,20,15070,15070,0.05,3.492583131572652,0.04601977438619774,-0.18166122236368082,-0.1503072925134041,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.020668620644038134,0.0007323992504013839,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.0865507304037991,0.3648920261786843,,0.22235866121935194,0.21501071646660497,0.21501071646660497,52.85046130432828,-0.03417478381310468,-0.03417478381310468,-0.03458175860018073,-0.03458175860018073
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Haiku-20240307,Claude-2.1,Claude-3-Haiku-20240307,claude_claude,simple_mean,20,15070,15070,0.05,3.492583131572652,0.04601977438619774,-0.18166122236368082,-0.1503072925134041,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.020668620644038134,0.0007323992504013839,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.0865507304037991,0.3648920261786843,0.5,0.22165464084614986,0.21501071646660497,0.21501071646660497,52.923726130445246,-0.030900433656183886,-0.030900433656183886,-0.031466854503335195,-0.031466854503335195
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Opus-20240229,Claude-2.1,Claude-3-Opus-20240229,claude_claude,anchor,20,15070,15070,0.3,3.1045924673061083,0.03180749834107498,-0.06492745947524707,-0.12369999473155781,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.6236622115767149,0.5169890563355433,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.7932535634609043,0.5603952271197526,0.0,0.21501071646660497,0.21501071646660497,0.18725376931675966,53.637878408383195,0.0,-0.1482317138454579,0.0,-0.15177420596799382
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Opus-20240229,Claude-2.1,Claude-3-Opus-20240229,claude_claude,best_single,20,15070,15070,0.3,3.1045924673061083,0.03180749834107498,-0.06492745947524707,-0.12369999473155781,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.6236622115767149,0.5169890563355433,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.7932535634609043,0.5603952271197526,,0.18725376931675966,0.21501071646660497,0.18725376931675966,56.74247087568931,0.1290956451194211,0.0,0.1278180607147035,0.0
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Opus-20240229,Claude-2.1,Claude-3-Opus-20240229,claude_claude,cf_directional,20,15070,15070,0.3,3.1045924673061083,0.03180749834107498,-0.06492745947524707,-0.12369999473155781,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.6236622115767149,0.5169890563355433,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.7932535634609043,0.5603952271197526,,0.17826873756389353,0.21501071646660497,0.18725376931675966,57.78577576271758,0.17088440756123024,0.047983182318039205,0.17008470767583658,0.04684993783840215
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Opus-20240229,Claude-2.1,Claude-3-Opus-20240229,claude_claude,ec_w0_56,20,15070,15070,0.3,3.1045924673061083,0.03180749834107498,-0.06492745947524707,-0.12369999473155781,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.6236622115767149,0.5169890563355433,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.7932535634609043,0.5603952271197526,,0.18492788836056068,0.21501071646660497,0.18725376931675966,57.00657973293483,0.13991315689009712,0.012421010079986741,0.13930103486324266,0.011525181864490731
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Opus-20240229,Claude-2.1,Claude-3-Opus-20240229,claude_claude,log_odds_mean,20,15070,15070,0.3,3.1045924673061083,0.03180749834107498,-0.06492745947524707,-0.12369999473155781,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.6236622115767149,0.5169890563355433,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.7932535634609043,0.5603952271197526,,0.18555626956111876,0.21501071646660497,0.18725376931675966,56.931998328883004,0.13699059930373755,0.009065236773789054,0.1363418857156165,0.008010346902692698
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Opus-20240229,Claude-2.1,Claude-3-Opus-20240229,claude_claude,partner,20,15070,15070,0.3,3.1045924673061083,0.03180749834107498,-0.06492745947524707,-0.12369999473155781,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.6236622115767149,0.5169890563355433,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.7932535634609043,0.5603952271197526,1.0,0.18725376931675966,0.21501071646660497,0.18725376931675966,56.74247087568931,0.1290956451194211,0.0,0.1278180607147035,0.0
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Opus-20240229,Claude-2.1,Claude-3-Opus-20240229,claude_claude,piecewise_odds,20,15070,15070,0.3,3.1045924673061083,0.03180749834107498,-0.06492745947524707,-0.12369999473155781,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.6236622115767149,0.5169890563355433,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.7932535634609043,0.5603952271197526,,0.18407026099975787,0.21501071646660497,0.18725376931675966,57.107236589609364,0.14390192254278963,0.01700103730150577,0.14331019426362088,0.016204297713159885
fixed_focal_without_freeze,Claude-2.1 -> Claude-3-Opus-20240229,Claude-2.1,Claude-3-Opus-20240229,claude_claude,simple_mean,20,15070,15070,0.3,3.1045924673061083,0.03180749834107498,-0.06492745947524707,-0.12369999473155781,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.6236622115767149,0.5169890563355433,0.037541397583641285,0.04732584801743727,0.7869141603239806,0.7932535634609043,0.5603952271197526,0.5,0.189300780887323,0.21501071646660497,0.18725376931675966,56.49704837772485,0.11957513561085774,-0.01093175094969969,0.11894776190462072,-0.012378574977093252
