topic_a,topic_b,metric_id,sample_id,n_pair_universe,n_sample_pairs,n_defined_pairs,spearman,pearson,dependent_top_jaccard,complementary_top_jaccard,dependency_persistence_a_to_b,dependency_persistence_b_to_a,complementarity_persistence_a_to_b,complementarity_persistence_b_to_a,dependency_to_complementarity_a_to_b,dependency_to_complementarity_b_to_a,quartile_transition_counts,reason,interpretation_status
climate_weather,entertainment_culture,adjusted_pog,near_bi_both,35245,36,36,0.33925353925353924,0.6719074054530961,0.2,0.38461538461538464,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.1111111111111111,0.1111111111111111,"{""Q1->Q1"":5,""Q1->Q2"":0,""Q1->Q3"":3,""Q1->Q4"":1,""Q2->Q1"":2,""Q2->Q2"":3,""Q2->Q3"":2,""Q2->Q4"":2,""Q3->Q1"":1,""Q3->Q2"":2,""Q3->Q3"":3,""Q3->Q4"":3,""Q4->Q1"":1,""Q4->Q2"":4,""Q4->Q3"":1,""Q4->Q4"":3}",,limited
climate_weather,entertainment_culture,high_loss_lift,near_bi_both,35245,36,7,,,0.5,0.25,0.5,1.0,0.5,0.3333333333333333,0.0,0.0,"{""Q1->Q1"":1,""Q1->Q2"":1,""Q1->Q3"":0,""Q1->Q4"":0,""Q2->Q1"":2,""Q2->Q2"":0,""Q2->Q3"":0,""Q2->Q4"":0,""Q3->Q1"":0,""Q3->Q2"":0,""Q3->Q3"":1,""Q3->Q4"":0,""Q4->Q1"":0,""Q4->Q2"":0,""Q4->Q3"":1,""Q4->Q4"":1}",defined_pair_count_7_below_reporting_min_30,insufficient
climate_weather,entertainment_culture,adjusted_loss_corr,near_bi_both,35245,36,36,0.28468468468468466,0.16612936156043798,0.2,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.0,"{""Q1->Q1"":3,""Q1->Q2"":4,""Q1->Q3"":2,""Q1->Q4"":0,""Q2->Q1"":2,""Q2->Q2"":2,""Q2->Q3"":1,""Q2->Q4"":4,""Q3->Q1"":2,""Q3->Q2"":2,""Q3->Q3"":3,""Q3->Q4"":2,""Q4->Q1"":2,""Q4->Q2"":1,""Q4->Q3"":3,""Q4->Q4"":3}",,limited
climate_weather,entertainment_culture,adjusted_pog,eligible_both,35245,198,198,0.3379960077200827,0.3887370295759537,0.21951219512195122,0.28205128205128205,0.36,0.36,0.44,0.44,0.08,0.14,"{""Q1->Q1"":22,""Q1->Q2"":9,""Q1->Q3"":12,""Q1->Q4"":7,""Q2->Q1"":20,""Q2->Q2"":10,""Q2->Q3"":11,""Q2->Q4"":8,""Q3->Q1"":4,""Q3->Q2"":16,""Q3->Q3"":12,""Q3->Q4"":17,""Q4->Q1"":4,""Q4->Q2"":14,""Q4->Q3"":14,""Q4->Q4"":18}",,headline
climate_weather,entertainment_culture,high_loss_lift,eligible_both,35245,198,92,0.5558649820700056,0.25859930145304366,0.40625,0.14285714285714285,0.5416666666666666,0.6190476190476191,0.2608695652173913,0.24,0.0,0.0,"{""Q1->Q1"":6,""Q1->Q2"":8,""Q1->Q3"":9,""Q1->Q4"":0,""Q2->Q1"":17,""Q2->Q2"":3,""Q2->Q3"":3,""Q2->Q4"":0,""Q3->Q1"":2,""Q3->Q2"":4,""Q3->Q3"":8,""Q3->Q4"":8,""Q4->Q1"":0,""Q4->Q2"":4,""Q4->Q3"":7,""Q4->Q4"":13}",,limited
climate_weather,entertainment_culture,adjusted_loss_corr,eligible_both,35245,198,198,-0.006487598738191806,0.0013305503289757655,0.12359550561797752,0.13636363636363635,0.22,0.22,0.24,0.24,0.28,0.3,"{""Q1->Q1"":12,""Q1->Q2"":8,""Q1->Q3"":15,""Q1->Q4"":15,""Q2->Q1"":11,""Q2->Q2"":17,""Q2->Q3"":10,""Q2->Q4"":11,""Q3->Q1"":13,""Q3->Q2"":14,""Q3->Q3"":9,""Q3->Q4"":13,""Q4->Q1"":14,""Q4->Q2"":10,""Q4->Q3"":15,""Q4->Q4"":11}",,headline
climate_weather,finance_economics,adjusted_pog,near_bi_both,35245,930,930,0.4690042192270487,0.4137596045721966,0.3746312684365782,0.22631578947368422,0.5450643776824035,0.5450643776824035,0.36909871244635195,0.36909871244635195,0.060085836909871244,0.12017167381974249,"{""Q1->Q1"":86,""Q1->Q2"":70,""Q1->Q3"":49,""Q1->Q4"":28,""Q2->Q1"":87,""Q2->Q2"":74,""Q2->Q3"":52,""Q2->Q4"":19,""Q3->Q1"":46,""Q3->Q2"":66,""Q3->Q3"":61,""Q3->Q4"":59,""Q4->Q1"":14,""Q4->Q2"":22,""Q4->Q3"":70,""Q4->Q4"":127}",,headline
climate_weather,finance_economics,high_loss_lift,near_bi_both,35245,930,930,0.4358557658143845,0.5793784691259456,0.36363636363636365,0.24266666666666667,0.5344827586206896,0.5321888412017167,0.3905579399141631,0.3905579399141631,0.1206896551724138,0.14163090128755365,"{""Q1->Q1"":91,""Q1->Q2"":64,""Q1->Q3"":45,""Q1->Q4"":33,""Q2->Q1"":75,""Q2->Q2"":74,""Q2->Q3"":67,""Q2->Q4"":16,""Q3->Q1"":39,""Q3->Q2"":66,""Q3->Q3"":68,""Q3->Q4"":60,""Q4->Q1"":28,""Q4->Q2"":28,""Q4->Q3"":52,""Q4->Q4"":124}",,headline
climate_weather,finance_economics,adjusted_loss_corr,near_bi_both,35245,930,930,0.45508843027760065,0.5645479985105075,0.39104477611940297,0.29362880886426596,0.5622317596566524,0.5622317596566524,0.452991452991453,0.45493562231759654,0.1072961373390558,0.06866952789699571,"{""Q1->Q1"":106,""Q1->Q2"":64,""Q1->Q3"":48,""Q1->Q4"":16,""Q2->Q1"":67,""Q2->Q2"":58,""Q2->Q3"":74,""Q2->Q4"":32,""Q3->Q1"":35,""Q3->Q2"":70,""Q3->Q3"":73,""Q3->Q4"":54,""Q4->Q1"":25,""Q4->Q2"":40,""Q4->Q3"":37,""Q4->Q4"":131}",,headline
climate_weather,finance_economics,adjusted_pog,eligible_both,35245,11612,11612,0.31082378593581994,0.2749945099819798,0.2858724534986714,0.21282372598162072,0.44455922865013775,0.4447123665173958,0.3508953168044077,0.35101619014812263,0.14738292011019283,0.14915604547020322,"{""Q1->Q1"":1019,""Q1->Q2"":773,""Q1->Q3"":679,""Q1->Q4"":433,""Q2->Q1"":932,""Q2->Q2"":899,""Q2->Q3"":685,""Q2->Q4"":386,""Q3->Q1"":524,""Q3->Q2"":709,""Q3->Q3"":876,""Q3->Q4"":793,""Q4->Q1"":428,""Q4->Q2"":522,""Q4->Q3"":663,""Q4->Q4"":1291}",,headline
climate_weather,finance_economics,high_loss_lift,eligible_both,35245,11612,11612,0.3748436068418647,0.5652673873731946,0.33409926470588236,0.28530323151837095,0.5008611780916293,0.5008611780916293,0.44402342404409234,0.44387052341597794,0.13882190837065106,0.10885291078194971,"{""Q1->Q1"":1289,""Q1->Q2"":779,""Q1->Q3"":519,""Q1->Q4"":316,""Q2->Q1"":676,""Q2->Q2"":802,""Q2->Q3"":936,""Q2->Q4"":494,""Q3->Q1"":536,""Q3->Q2"":875,""Q3->Q3"":848,""Q3->Q4"":639,""Q4->Q1"":403,""Q4->Q2"":446,""Q4->Q3"":600,""Q4->Q4"":1454}",,headline
climate_weather,finance_economics,adjusted_loss_corr,eligible_both,35245,11612,11612,0.39751709429251186,0.46846269071726265,0.30442597169175467,0.2813948355771353,0.4667585256631071,0.4667585256631071,0.43920082673096794,0.43920082673096794,0.11987599035480537,0.10609714088873579,"{""Q1->Q1"":1275,""Q1->Q2"":768,""Q1->Q3"":552,""Q1->Q4"":308,""Q2->Q1"":800,""Q2->Q2"":867,""Q2->Q3"":757,""Q2->Q4"":479,""Q3->Q1"":480,""Q3->Q2"":724,""Q3->Q3"":938,""Q3->Q4"":761,""Q4->Q1"":348,""Q4->Q2"":544,""Q4->Q3"":656,""Q4->Q4"":1355}",,headline
climate_weather,health_science,adjusted_pog,near_bi_both,35245,869,869,0.34020123614312286,0.11774548203984347,0.34365325077399383,0.17297297297297298,0.511520737327189,0.511520737327189,0.2962962962962963,0.29357798165137616,0.15207373271889402,0.11981566820276497,"{""Q1->Q1"":64,""Q1->Q2"":87,""Q1->Q3"":39,""Q1->Q4"":26,""Q2->Q1"":72,""Q2->Q2"":47,""Q2->Q3"":64,""Q2->Q4"":36,""Q3->Q1"":49,""Q3->Q2"":48,""Q3->Q3"":76,""Q3->Q4"":44,""Q4->Q1"":33,""Q4->Q2"":35,""Q4->Q3"":38,""Q4->Q4"":111}",,headline
climate_weather,health_science,high_loss_lift,near_bi_both,35245,869,229,0.33074904814197975,0.3741592148058317,0.32558139534883723,0.23770491803278687,0.49122807017543857,0.49122807017543857,0.5,0.3118279569892473,0.10526315789473684,0.19298245614035087,"{""Q1->Q1"":29,""Q1->Q2"":10,""Q1->Q3"":8,""Q1->Q4"":11,""Q2->Q1"":27,""Q2->Q2"":6,""Q2->Q3"":18,""Q2->Q4"":6,""Q3->Q1"":31,""Q3->Q2"":6,""Q3->Q3"":8,""Q3->Q4"":12,""Q4->Q1"":6,""Q4->Q2"":0,""Q4->Q3"":23,""Q4->Q4"":28}",,headline
climate_weather,health_science,adjusted_loss_corr,near_bi_both,35245,869,869,0.16529437366753114,0.191720109313796,0.21568627450980393,0.1657754010695187,0.3548387096774194,0.3548387096774194,0.28440366972477066,0.28440366972477066,0.14285714285714285,0.22580645161290322,"{""Q1->Q1"":62,""Q1->Q2"":43,""Q1->Q3"":64,""Q1->Q4"":49,""Q2->Q1"":56,""Q2->Q2"":65,""Q2->Q3"":48,""Q2->Q4"":48,""Q3->Q1"":69,""Q3->Q2"":71,""Q3->Q3"":34,""Q3->Q4"":43,""Q4->Q1"":31,""Q4->Q2"":38,""Q4->Q3"":71,""Q4->Q4"":77}",,headline
climate_weather,health_science,adjusted_pog,eligible_both,35245,11612,11612,0.24551283395711293,0.11332501871696442,0.26729216670303296,0.18413539967373574,0.421831955922865,0.421831955922865,0.3109504132231405,0.3110575266965208,0.14738292011019283,0.1590909090909091,"{""Q1->Q1"":903,""Q1->Q2"":865,""Q1->Q3"":674,""Q1->Q4"":462,""Q2->Q1"":894,""Q2->Q2"":813,""Q2->Q3"":666,""Q2->Q4"":529,""Q3->Q1"":678,""Q3->Q2"":697,""Q3->Q3"":839,""Q3->Q4"":688,""Q4->Q1"":428,""Q4->Q2"":528,""Q4->Q3"":723,""Q4->Q4"":1225}",,headline
climate_weather,health_science,high_loss_lift,eligible_both,35245,11612,3701,0.11485724501883275,0.2217175843656725,0.24983119513841998,0.18996798292422626,0.4,0.39956803455723544,0.3848648648648649,0.2727969348659004,0.3989189189189189,0.20518358531317496,"{""Q1->Q1"":356,""Q1->Q2"":179,""Q1->Q3"":200,""Q1->Q4"":190,""Q2->Q1"":296,""Q2->Q2"":180,""Q2->Q3"":279,""Q2->Q4"":171,""Q3->Q1"":284,""Q3->Q2"":151,""Q3->Q3"":295,""Q3->Q4"":195,""Q4->Q1"":369,""Q4->Q2"":64,""Q4->Q3"":122,""Q4->Q4"":370}",,headline
