experiment,pair_id,model_a,model_b,pair_group,method,fold_records,train_target_cells,test_target_cells,train_near_bi_share,train_bi_gap,train_adjusted_pog_complementarity,train_high_loss_lift_complementarity,train_adjusted_loss_corr_complementarity,train_alignment_c,train_disagreement_d,train_alpha_clipped,train_alpha_lcb_1se,train_alpha_lcb_95,test_alignment_c,test_disagreement_d,test_alpha_clipped,test_pooled_alpha_clipped,test_partner_win_share,method_partner_weight,adjusted_brier,anchor_adjusted_brier,best_single_adjusted_brier,brier_index,gain_vs_anchor,gain_vs_best_single,mean_fold_gain_vs_anchor,mean_fold_gain_vs_best_single
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,anchor,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,0.0,0.165613691592591,0.165613691592591,0.165613691592591,59.314959481895386,0.0,0.0,0.0,0.0
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,best_single,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,,0.165613691592591,0.165613691592591,0.165613691592591,59.314959481895386,0.0,0.0,0.0,0.0
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,cf_directional,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,,0.15772540815760253,0.165613691592591,0.165613691592591,60.29446489137629,0.04763062376746984,0.04763062376746984,0.04726944494301743,0.04726944494301743
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,cf_directional_lcb_1se,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,,0.15977100193678398,0.165613691592591,0.165613691592591,60.03868202946126,0.03527902554204289,0.03527902554204289,0.0351962143808041,0.0351962143808041
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,cf_lcb_1se,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,0.004139071304534866,0.1656435327280452,0.165613691592591,0.165613691592591,59.311152293092285,-0.00018018519584472154,-0.00018018519584472154,-0.00019451905710573077,-0.00019451905710573077
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,cf_lcb_95,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,0.0,0.165613691592591,0.165613691592591,0.165613691592591,59.314959481895386,0.0,0.0,0.0,0.0
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,cf_linear,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,0.08364853404430056,0.16586002065199096,0.165613691592591,0.165613691592591,59.283363374637325,-0.0014873713461198317,-0.0014873713461198317,-0.0016505241368748448,-0.0016505241368748448
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,ec_w0_56,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,,0.16787320082813542,0.165613691592591,0.165613691592591,59.03774772354937,-0.013643251435411473,-0.013643251435411473,-0.013921180260180287,-0.013921180260180287
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,log_odds_mean,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,,0.16985348605664888,0.165613691592591,0.165613691592591,58.79525370005754,-0.025600506958613926,-0.025600506958613926,-0.02602194543261353,-0.02602194543261353
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,oracle_directional,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,,0.1563469820633266,0.165613691592591,0.165613691592591,60.46819572658732,0.0559537646927193,0.0559537646927193,0.05554232288462467,0.05554232288462467
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,oracle_linear,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,0.08357463573192896,0.16503069154486566,0.165613691592591,0.165613691592591,59.385867812208105,0.0035202406402456707,0.0035202406402456707,0.003437976651327674,0.003437976651327674
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,partner,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,1.0,0.21501071646660497,0.165613691592591,0.165613691592591,53.637878408383195,-0.29826655271673086,-0.29826655271673086,-0.3004922900456143,-0.3004922900456143
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,piecewise_odds,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,,0.16706764068840352,0.165613691592591,0.165613691592591,59.136542057471885,-0.008779159994749803,-0.008779159994749803,-0.008995716607352846,-0.008995716607352846
model_model,Claude-2.1 x Claude-3-5-Sonnet-20240620,Claude-2.1,Claude-3-5-Sonnet-20240620,claude_claude,simple_mean,20,15070,15070,0.0,5.677081073512188,0.023746582614465828,0.06737362572645955,-0.014070878073795999,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.004139071304534866,0.0,0.004592516718224126,0.05858205831046227,0.08364853404430056,0.07839459470484225,0.271756200204531,0.5,0.1756666894519824,0.165613691592591,0.165613691592591,58.09373705136649,-0.060701490092508366,-0.060701490092508366,-0.06148665328765132,-0.06148665328765132
model_model,Claude-2.1 x Claude-3-Haiku-20240307,Claude-2.1,Claude-3-Haiku-20240307,claude_claude,anchor,20,15070,15070,0.05,3.492583131572652,0.04601977438619774,-0.18166122236368082,-0.1503072925134041,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.020668620644038134,0.0007323992504013839,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.0865507304037991,0.3648920261786843,0.0,0.21501071646660497,0.21501071646660497,0.21501071646660497,53.637878408383195,0.0,0.0,0.0,0.0
model_model,Claude-2.1 x Claude-3-Haiku-20240307,Claude-2.1,Claude-3-Haiku-20240307,claude_claude,best_single,20,15070,15070,0.05,3.492583131572652,0.04601977438619774,-0.18166122236368082,-0.1503072925134041,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.020668620644038134,0.0007323992504013839,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.0865507304037991,0.3648920261786843,,0.21501071646660497,0.21501071646660497,0.21501071646660497,53.637878408383195,0.0,0.0,0.0,0.0
model_model,Claude-2.1 x Claude-3-Haiku-20240307,Claude-2.1,Claude-3-Haiku-20240307,claude_claude,cf_directional,20,15070,15070,0.05,3.492583131572652,0.04601977438619774,-0.18166122236368082,-0.1503072925134041,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.020668620644038134,0.0007323992504013839,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.0865507304037991,0.3648920261786843,,0.19929997742981032,0.21501071646660497,0.21501071646660497,55.36200061376929,0.0730695627407707,0.0730695627407707,0.07269398181568977,0.07269398181568977
model_model,Claude-2.1 x Claude-3-Haiku-20240307,Claude-2.1,Claude-3-Haiku-20240307,claude_claude,cf_directional_lcb_1se,20,15070,15070,0.05,3.492583131572652,0.04601977438619774,-0.18166122236368082,-0.1503072925134041,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.020668620644038134,0.0007323992504013839,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.0865507304037991,0.3648920261786843,,0.2001442851552055,0.21501071646660497,0.21501071646660497,55.268022912905884,0.06914274579289865,0.06914274579289865,0.06888843291346179,0.06888843291346179
model_model,Claude-2.1 x Claude-3-Haiku-20240307,Claude-2.1,Claude-3-Haiku-20240307,claude_claude,cf_lcb_1se,20,15070,15070,0.05,3.492583131572652,0.04601977438619774,-0.18166122236368082,-0.1503072925134041,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.020668620644038134,0.0007323992504013839,0.0035181344598102997,0.04064823535742077,0.10359084856825261,0.0865507304037991,0.3648920261786843,0.020668620644038134,0.21521555375862933,0.21501071646660497,0.21501071646660497,53.61531842997935,-0.0009526841051951814,-0.0009526841051951814,-0.0009978117778670019,-0.0009978117778670019
