global_scope,comparison_mode,topic_id,metric_id,sample_id,n_pair_universe,n_sample_pairs,n_defined_pairs,spearman,pearson,dependent_top_jaccard,complementary_top_jaccard,dependency_persistence_global_to_topic,dependency_persistence_topic_to_global,complementarity_persistence_global_to_topic,complementarity_persistence_topic_to_global,dependency_to_complementarity_global_to_topic,dependency_to_complementarity_topic_to_global,quartile_transition_counts,reason,interpretation_status
official_full,leave_topic_out,climate_weather,adjusted_pog,near_bi_both,2415,128,128,0.545441540010987,0.4605357473607915,0.4222222222222222,0.3333333333333333,0.59375,0.59375,0.5,0.5,0.03125,0.125,"{""Q1->Q1"":16,""Q1->Q2"":9,""Q1->Q3"":3,""Q1->Q4"":4,""Q2->Q1"":8,""Q2->Q2"":11,""Q2->Q3"":8,""Q2->Q4"":5,""Q3->Q1"":7,""Q3->Q2"":9,""Q3->Q3"":12,""Q3->Q4"":4,""Q4->Q1"":1,""Q4->Q2"":3,""Q4->Q3"":9,""Q4->Q4"":19}",,headline
official_full,leave_topic_out,climate_weather,high_loss_lift,near_bi_both,2415,128,128,0.47282502178138164,0.4690547396885159,0.2549019607843137,0.28,0.40625,0.40625,0.4375,0.4375,0.09375,0.125,"{""Q1->Q1"":14,""Q1->Q2"":11,""Q1->Q3"":3,""Q1->Q4"":4,""Q2->Q1"":13,""Q2->Q2"":7,""Q2->Q3"":7,""Q2->Q4"":5,""Q3->Q1"":2,""Q3->Q2"":9,""Q3->Q3"":11,""Q3->Q4"":10,""Q4->Q1"":3,""Q4->Q2"":5,""Q4->Q3"":11,""Q4->Q4"":13}",,headline
official_full,leave_topic_out,climate_weather,adjusted_loss_corr,near_bi_both,2415,128,128,0.404796511627907,0.42792221978253303,0.4883720930232558,0.20754716981132076,0.65625,0.65625,0.34375,0.34375,0.0625,0.09375,"{""Q1->Q1"":11,""Q1->Q2"":11,""Q1->Q3"":7,""Q1->Q4"":3,""Q2->Q1"":10,""Q2->Q2"":10,""Q2->Q3"":8,""Q2->Q4"":4,""Q3->Q1"":9,""Q3->Q2"":7,""Q3->Q3"":12,""Q3->Q4"":4,""Q4->Q1"":2,""Q4->Q2"":4,""Q4->Q3"":5,""Q4->Q4"":21}",,headline
official_full,leave_topic_out,climate_weather,adjusted_pog,eligible_both,2415,828,828,0.2597395843803899,0.22620188664596602,0.23582089552238805,0.1930835734870317,0.38164251207729466,0.38164251207729466,0.32367149758454106,0.32367149758454106,0.06763285024154589,0.20772946859903382,"{""Q1->Q1"":67,""Q1->Q2"":62,""Q1->Q3"":35,""Q1->Q4"":43,""Q2->Q1"":63,""Q2->Q2"":52,""Q2->Q3"":46,""Q2->Q4"":46,""Q3->Q1"":63,""Q3->Q2"":47,""Q3->Q3"":58,""Q3->Q4"":39,""Q4->Q1"":14,""Q4->Q2"":46,""Q4->Q3"":68,""Q4->Q4"":79}",,headline
official_full,leave_topic_out,climate_weather,high_loss_lift,eligible_both,2415,828,828,0.3391203776937389,0.4026698410373403,0.2777777777777778,0.2,0.43478260869565216,0.43478260869565216,0.3333333333333333,0.3333333333333333,0.13043478260869565,0.1497584541062802,"{""Q1->Q1"":69,""Q1->Q2"":64,""Q1->Q3"":43,""Q1->Q4"":31,""Q2->Q1"":68,""Q2->Q2"":65,""Q2->Q3"":45,""Q2->Q4"":29,""Q3->Q1"":43,""Q3->Q2"":49,""Q3->Q3"":58,""Q3->Q4"":57,""Q4->Q1"":27,""Q4->Q2"":29,""Q4->Q3"":61,""Q4->Q4"":90}",,headline
official_full,leave_topic_out,climate_weather,adjusted_loss_corr,eligible_both,2415,828,828,0.3239648971560796,0.35608632924247624,0.33980582524271846,0.1794871794871795,0.5072463768115942,0.5072463768115942,0.30434782608695654,0.30434782608695654,0.12560386473429952,0.17391304347826086,"{""Q1->Q1"":63,""Q1->Q2"":64,""Q1->Q3"":44,""Q1->Q4"":36,""Q2->Q1"":67,""Q2->Q2"":67,""Q2->Q3"":48,""Q2->Q4"":25,""Q3->Q1"":51,""Q3->Q2"":51,""Q3->Q3"":64,""Q3->Q4"":41,""Q4->Q1"":26,""Q4->Q2"":25,""Q4->Q3"":51,""Q4->Q4"":105}",,headline
seven_topic_union,leave_topic_out,climate_weather,adjusted_pog,near_bi_both,2415,117,117,0.47008047475610304,0.4151327878637259,0.38095238095238093,0.25,0.5517241379310345,0.5517241379310345,0.4,0.4,0.0,0.1724137931034483,"{""Q1->Q1"":12,""Q1->Q2"":9,""Q1->Q3"":4,""Q1->Q4"":5,""Q2->Q1"":10,""Q2->Q2"":8,""Q2->Q3"":6,""Q2->Q4"":5,""Q3->Q1"":8,""Q3->Q2"":8,""Q3->Q3"":10,""Q3->Q4"":3,""Q4->Q1"":0,""Q4->Q2"":4,""Q4->Q3"":9,""Q4->Q4"":16}",,headline
seven_topic_union,leave_topic_out,climate_weather,high_loss_lift,near_bi_both,2415,117,117,0.4037007966947931,0.4095663080502568,0.23404255319148937,0.3333333333333333,0.3793103448275862,0.3793103448275862,0.5,0.5,0.13793103448275862,0.13793103448275862,"{""Q1->Q1"":15,""Q1->Q2"":7,""Q1->Q3"":4,""Q1->Q4"":4,""Q2->Q1"":8,""Q2->Q2"":10,""Q2->Q3"":6,""Q2->Q4"":5,""Q3->Q1"":3,""Q3->Q2"":6,""Q3->Q3"":11,""Q3->Q4"":9,""Q4->Q1"":4,""Q4->Q2"":6,""Q4->Q3"":8,""Q4->Q4"":11}",,headline
seven_topic_union,leave_topic_out,climate_weather,adjusted_loss_corr,near_bi_both,2415,117,117,0.37384045917067543,0.4305380065890718,0.5263157894736842,0.2,0.6896551724137931,0.6896551724137931,0.3333333333333333,0.3333333333333333,0.06896551724137931,0.13793103448275862,"{""Q1->Q1"":10,""Q1->Q2"":7,""Q1->Q3"":9,""Q1->Q4"":4,""Q2->Q1"":13,""Q2->Q2"":8,""Q2->Q3"":6,""Q2->Q4"":2,""Q3->Q1"":5,""Q3->Q2"":10,""Q3->Q3"":11,""Q3->Q4"":3,""Q4->Q1"":2,""Q4->Q2"":4,""Q4->Q3"":3,""Q4->Q4"":20}",,headline
seven_topic_union,leave_topic_out,climate_weather,adjusted_pog,eligible_both,2415,828,828,0.24935565788533262,0.21341016235612106,0.23952095808383234,0.18624641833810887,0.3864734299516908,0.3864734299516908,0.3140096618357488,0.3140096618357488,0.07246376811594203,0.22705314009661837,"{""Q1->Q1"":65,""Q1->Q2"":62,""Q1->Q3"":33,""Q1->Q4"":47,""Q2->Q1"":65,""Q2->Q2"":51,""Q2->Q3"":49,""Q2->Q4"":42,""Q3->Q1"":62,""Q3->Q2"":49,""Q3->Q3"":58,""Q3->Q4"":38,""Q4->Q1"":15,""Q4->Q2"":45,""Q4->Q3"":67,""Q4->Q4"":80}",,headline
